lat,lng,zip,desc,title,timeStamp,twp,addr,e
6.816667,-1.616667,233,"Aduman, Ghana,12/10/2015@18:29",EMS: VEHICLE ACCIDENT,10/12/2015 18:29,Aduman,Aduman,1
7.4148895,-1.9661369,233,"Afrancho, Ghana,12/10/2015@18:30",Traffic: VEHICLE ACCIDENT -,10/12/2015 18:30,Afrancho,Afrancho,1
6.7990626,-1.0849592,233,"Agogo, Ghana,12/10/2015@18:32",Fire: GAS-ODOR/LEAK,10/12/2015 18:32,Agogo,"Agogo, Ghana",1
6.9347027,-1.4869856,233,"Agona, Ghana,12/10/2015@18:38",EMS: UNRESPONSIVE SUBJECT,10/12/2015 18:38,Agona,Agona,1
6.4136904,-1.8788063,233,"Agroyesum, Ghana,12/10/2015@18:37",Traffic: VEHICLE ACCIDENT -,10/12/2015 18:37,Agroyesum,Agroyesum,1
6.1183238,-1.6663523,233,"Amankyim, Ghana,12/10/2015@18:43",EMS: CARDIAC EMERGENCY,10/12/2015 18:43,Amankyim,Akrofuom,1
6.2961727,-1.6250803,233,"Akrokerri, Ghana,12/10/2015@18:47",Traffic: VEHICLE ACCIDENT -,10/12/2015 18:47,Akrokerri,Akrokerri,1
7.3960321,-1.9539106,233,"Akumadan, Ghana,12/10/2015@18:50",EMS: VEHICLE ACCIDENT,10/12/2015 18:50,Akumadan,Akumadan,1
6.6798051,-1.6039047,233,"Amakom, Kumasi, Ghana,12/10/2015@18:50",Fire: VEHICLE ACCIDENT,10/12/2015 18:50,Kumasi,Amakom,1
6.7743075,-1.4943339,233,"Antoa, Ghana,12/10/2015@18:51",Traffic: VEHICLE ACCIDENT -,10/12/2015 18:51,Antoa,Antoa,1
6.4650469,-1.6360014,233,"Anwia Nkwanta, Ghana,12/10/2015@18:51",Traffic: VEHICLE ACCIDENT -,10/12/2015 18:51,Anwia Nkwanta,Anwia-Nkwanta,1
6.6883018,-1.6187039,233,"Asafo, Kumasi, Ghana,12/10/2015@18:59",EMS: ALTERED MENTAL STATUS,10/12/2015 18:59,Kumasi,Asafo Kumasi,1
5.9050395,-1.5082729,233,"Asamang, Ghana,12/10/2015@18:56",Fire: FIRE ALARM,10/12/2015 18:56,Asamang,Asamang,1
6.605282,-1.0454469,233,"Asankare, Ghana,12/10/2015@19:06",Traffic: VEHICLE ACCIDENT -,10/12/2015 19:06,Asankare,Asankare,1
6.4279761,-1.3330645,233,"Asiwa, Ghana,12/10/2015@19:07",EMS: CVA/STROKE,10/12/2015 19:07,Asiwa,Asiwa,1
6.1157292,-0.2718018,233,"Asokore, Koforidua, Ghana,12/10/2015@19:09",Fire: FIRE ALARM,10/12/2015 19:09,Koforidua,Asokore,1
6.7174915,-1.5620347,233,"Asokore Mampong, Kumasi, Ghana,12/10/2015@19:08",Traffic: ROAD OBSTRUCTION -,10/12/2015 19:08,Kumasi,Asokore Mampong,1
6.8326718,-1.5001704,233,"Asonomaso, Ghana,12/10/2015@19:18",EMS: UNKNOWN MEDICAL EMERGENCY,10/12/2015 19:18,Asonomaso,Asonomaso,1
5.8686366,-0.5754294,233,"Atimatim, Ghana,12/10/2015@19:12",EMS: CVA/STROKE,10/12/2015 19:12,Atimatim,Atimatim,1
6.8481245,-1.7198215,233,"Barekese, Ghana,12/10/2015@19:15",EMS: SUBJECT IN PAIN,10/12/2015 19:15,Barekese,Barekese,1
6.4532257,-1.5838477,233,"Bekwai, Ghana,12/10/2015@19:17",EMS: SUBJECT IN PAIN,10/12/2015 19:17,Bekwai,Bekwai,1
6.4553249,-1.3119816,233,"Beposo, Ghana,12/10/2015@19:19",Traffic: DISABLED VEHICLE -,10/12/2015 19:19,Beposo,Beposo,1
6.8313792,-1.5196521,233,"Ntonso, Ghana,12/10/2015@19:25",Traffic: DISABLED VEHICLE -,10/12/2015 19:25,Ntonso,Bobiri,1
6.2838863,-1.4194307,233,"Bodwesango, Ghana,12/10/2015@19:06",Traffic: VEHICLE ACCIDENT -,10/12/2015 19:06,Bodwesango,Bodwesango,1
6.6253012,-1.0592364,233,"Bompata, Ghana,12/10/2015@19:23",EMS: HEMORRHAGING,10/12/2015 19:23,Bompata,Bompata,1
5.8998853,-1.4257287,233,"Bremang, Ghana,12/10/2015@19:25",EMS: UNKNOWN MEDICAL EMERGENCY,10/12/2015 19:25,Bremang,Bremang,1
6.2891773,-0.4679299,233,"Bunso, Ghana,12/10/2015@19:22",EMS: FALL VICTIM,10/12/2015 19:22,Bunso,"Bunso, Ghana",1
6.8821943,-1.3658075,233,"Dadease, Ghana,12/10/2015@19:21",EMS: RESPIRATORY EMERGENCY,10/12/2015 19:21,Dadease,Dadease,1
6.5545551,-1.0452545,233,"Dampong, Ghana,12/10/2015@19:35",EMS: ASSAULT VICTIM,10/12/2015 19:35,Dampong,Dampong,1
6.1989753,-1.6839666,233,"Dominase, Ghana,12/10/2015@19:38",EMS: FALL VICTIM,10/12/2015 19:38,Dominase,Dominase,1
6.3123906,-1.5329678,233,"Dompoase, Ghana,12/10/2015@19:43",EMS: RESPIRATORY EMERGENCY,10/12/2015 19:43,Dompoase,Dompoase,1
5.7348119,0.0302354,233,"Tema, Ghana,12/10/2015@19:49",EMS: SUBJECT IN PAIN,10/12/2015 19:49,Tema,Tema,1
6.2012073,-1.6912512,233,"Obuasi, Ghana,12/10/2015@19:54",EMS: SEIZURES,10/12/2015 19:54,Obuasi,obuasi,1
10.0601,2.5099,233,"wa,ghana,12/10/2015@20:01",Fire: GAS-ODOR/LEAK,10/12/2015 20:01,,Wa,1
7.5908801,-1.9343555,233,"Techiman, Ghana,12/10/2015@20:05",EMS: DIABETIC EMERGENCY,10/12/2015 20:05,Techiman,Techiman,1
4.9015794,-1.7830973,233,"Takoradi, Ghana,12/10/2015@20:10",EMS: SUBJECT IN PAIN,10/12/2015 20:10,Takoradi,Takoradi,1
5.5298168,-0.705779,233,"Agona Swedru, Ghana,12/10/2015@20:09",EMS: UNKNOWN MEDICAL EMERGENCY,10/12/2015 20:09,Agona Swedru,Agona Swedru,1
5.6931346,-0.0326531,233,"Ashaiman, Tema, Ghana,12/10/2015@20:06",EMS: HEAD INJURY,10/12/2015 20:06,Tema,Ashaiman,1
7.3847202,-1.3589807,233,"Ejura, Ghana,12/10/2015@20:07",Traffic: VEHICLE ACCIDENT -,10/12/2015 20:07,Ejura,Ejura,1
5.819453,-0.3513021,233,"Nsawam, Ghana,12/10/2015@20:24",Traffic: DISABLED VEHICLE -,10/12/2015 20:24,Nsawam,Nsawam,1
5.6731,0.1664,233,"Madina, Ghana,12/10/2015@20:26",EMS: FALL VICTIM,10/12/2015 20:26,Medina,Madina,1
5.5831665,-0.1046082,233,"Teshie, Accra, Ghana,12/10/2015@20:26",EMS: FALL VICTIM,10/12/2015 20:26,Accra,Teshie,1
5.6149107,-0.0484066,233,"Sakumono, Ghana,12/10/2015@20:36",Traffic: VEHICLE ACCIDENT -,10/12/2015 20:36,Sakumono,Sakumono,1
5.5427477,-0.2565425,233,"Dansoman, Accra, Ghana,12/10/2015@20:45",EMS: SYNCOPAL EPISODE,10/12/2015 20:45,Accra,Dansoman,1
5.5905595,-0.2502697,233,"Darkuman, Ghana,12/10/2015@20:43",Fire: CARBON MONOXIDE DETECTOR,10/12/2015 20:43,Darkuman,Darkuman,1
5.576118,-0.2444038,233,"Kaneshie, Accra, Ghana,12/10/2015@20:50",EMS: MEDICAL ALERT ALARM,10/12/2015 20:50,Accra,Kaneshie,1
5.5484014,-0.2123034,233,"Kantamanto Market, Accra, Ghana,12/10/2015@20:49",EMS: RESPIRATORY EMERGENCY,10/12/2015 20:49,Accra,Kantamanto,1
5.6037168,-0.1869644,233,"Accra, Ghana,12/10/2015@20:53",EMS: ABDOMINAL PAINS,10/12/2015 20:53,Accra,Accra Central,1
6.3916263,-0.3795438,233,"Begoro, Ghana,12/10/2015@21:01",Fire: FIRE ALARM,10/12/2015 21:01,Begoro,Begoro,1
5.5886053,-0.1840867,233,"Liberation Road, Accra, Ghana,12/10/2015@21:10",EMS: RESPIRATORY EMERGENCY,10/12/2015 21:10,Accra,37 military,1
6.9111632,-1.2770675,233,"Kumawu, Ghana,12/10/2015@21:12",EMS: UNRESPONSIVE SUBJECT,10/12/2015 21:12,Kumawu,kumawu,1
7.1518505,0.4738293,233,"Hohoe, Ghana,12/10/2015@21:19",Traffic: ROAD OBSTRUCTION -,10/12/2015 21:19,Hohoe,hohoe,1
5.13151,-1.2794744,233,"Cape Coast, Ghana,12/10/2015@21:24",Fire: PUMP DETAIL,10/12/2015 21:24,Cape Coast,cape coast,1
10.7875419,-0.8579818,233,"Bolgatanga, Ghana,12/10/2015@21:31",Traffic: VEHICLE ACCIDENT -,10/12/2015 21:31,Bolgatanga,bolgatanga,1
5.9295558,-0.9725085,233,"Akim Oda, Ghana,12/10/2015@21:36",Fire: FIRE INVESTIGATION,10/12/2015 21:36,Akim Oda,Akim Oda,1
5.6731273,-0.1663851,233,"Madina, Ghana,12/10/2015@21:31",Traffic: VEHICLE ACCIDENT -,10/12/2015 21:31,Madina,Medina Estates,1
6.0412609,-0.4549542,233,"Suhum, Ghana,12/10/2015@21:47",Traffic: DISABLED VEHICLE -,10/12/2015 21:47,Suhum,Suhum,1
6.6249454,-1.2073261,233,"Konongo, Ghana,12/10/2015@21:56",Traffic: DISABLED VEHICLE -,10/12/2015 21:56,Konongo,Konongo,1
5.5773983,-0.3136781,233,"Gbawe, Ghana,12/10/2015@21:58",Traffic: VEHICLE ACCIDENT -,10/12/2015 21:58,Gbawe,Gbawe,1
7.4576765,-2.5842062,233,"Berekum, Ghana,12/10/2015@22:03",EMS: CVA/STROKE,10/12/2015 22:03,Berekum,Berekum,1
11.0541118,-0.2385387,233,"Bawku, Ghana,12/10/2015@22:24",EMS: FALL VICTIM,10/12/2015 22:24,Bawku,Bawku,1
8.0592612,-1.7295503,233,"Kintampo, Ghana,12/10/2015@22:22",EMS: SEIZURES,10/12/2015 22:22,Kintampo,Kintampo,1
7.053137,-1.3999969,233,"Mampong, Ghana,12/10/2015@22:29",EMS: CARDIAC EMERGENCY,10/12/2015 22:29,Mampong,Mampong,1
5.4373199,-2.1401139,233,"Prestea, Ghana,12/10/2015@22:27",EMS: OVERDOSE,10/12/2015 22:27,Prestea,Prestea,1
5.6060955,-0.1681235,233,"Kotoka International Airport, Airport Rd, Accra, Ghana,12/10/2015@22:35",Fire: FIRE ALARM,10/12/2015 22:35,Accra,Kotoka International Airport,1
6.2990848,-1.5402327,233,"Adansi North, Ghana,12/10/2015@22:41",Traffic: VEHICLE ACCIDENT -,10/12/2015 22:41,,adansi north,1
6.0239681,-1.3276422,233,"Adansi South, Ghana,12/10/2015@22:54",EMS: FALL VICTIM,10/12/2015 22:54,,adansi south,1
6.8538357,-1.6178011,233,"Afigya Kwabre South, Ghana,12/10/2015@22:52",Fire: GAS-ODOR/LEAK,10/12/2015 22:52,,Afigya-Kwabre,1
6.8726796,-2.2630393,233,"Ahafo Ano North, Ghana,12/10/2015@22:55",EMS: ABDOMINAL PAINS,10/12/2015 22:55,,Ahafo Ano North,1
6.9595463,-2.027319,233,"Ahafo Ano South, Ghana,12/10/2015@23:01",Fire: FIRE ALARM,10/12/2015 23:01,,Ahafo Ano south,1
6.2770367,-1.7928402,233,"Amansie Central, Ghana,12/10/2015@23:02",Traffic: DISABLED VEHICLE -,10/12/2015 23:02,,Amasie Central,1
6.4491712,-1.09694,233,"Asante Akim South, Ghana,12/10/2015@23:10",EMS: SUBJECT IN PAIN,10/12/2015 23:10,,Asante Akim South,1
6.5968323,-1.6955092,233,"Atwima Kwanwoma, Ghana,12/10/2015@23:06",EMS: RESPIRATORY EMERGENCY,10/12/2015 23:06,,Atwima Kwanwoma,1
6.7150806,-1.5091172,233,"Ejisu, Ghana,12/10/2015@23:16",EMS: NAUSEA/VOMITING,10/12/2015 23:16,Ejisu,ejisu,1
6.7873581,-1.4652217,233,"Juaben, Ghana,12/10/2015@23:32",EMS: ABDOMINAL PAINS,10/12/2015 23:32,Juaben,juaben,1
7.0467182,-1.714958,233,"Offinso Municipal, Ghana,12/10/2015@23:45",Traffic: DISABLED VEHICLE -,10/12/2015 23:45,,offinso,1
6.8538357,-1.6178011,233,"Afigya Kwabre South, Ghana,12/10/2015@23:58",EMS: CARDIAC EMERGENCY,10/12/2015 23:58,,Kwabre,1
6.659517,-2.0665197,233,"Atwima Mponua, Ghana,12/11/2015@00:01",EMS: RESPIRATORY EMERGENCY,11/12/2015 0:01,,Atwima Mponua,1
6.5336974,-1.4048249,233,"Bosomtwe, Ghana,12/11/2015@00:36",EMS: MATERNITY,11/12/2015 0:36,,Atwima Nwabiagya,1
6.2996161,-1.3469247,233,"Bosome Freho, Ghana,12/11/2015@00:55",EMS: HEAD INJURY,11/12/2015 0:55,,Bosome Freho,1
6.5016785,-1.4144827,233,"Lake Bosomtwe, Ghana,12/11/2015@01:05",EMS: UNCONSCIOUS SUBJECT,11/12/2015 1:05,,Bosomtwe,1
7.3847202,-1.3589807,233,"Ejura, Ghana,12/11/2015@01:14",EMS: SUBJECT IN PAIN,11/12/2015 1:14,Ejura,Ejura Sekyedumase,1
7.3261071,-1.8903882,233,"Offinso North, Ghana,12/11/2015@01:15",Traffic: DISABLED VEHICLE -,11/12/2015 1:15,,Offinso North,1
7.2206428,-1.1736994,233,"Sekyere Central, Ghana,12/11/2015@01:29",EMS: NAUSEA/VOMITING,11/12/2015 1:29,,Sekyere Central,1
6.7690649,-1.3083685,233,"Sekyere East, Ghana,12/11/2015@02:00",EMS: HEMORRHAGING,11/12/2015 2:00,,Sekyere East,1
7.0469952,-1.637215,233,"Afigya-Sekyere, Ghana,12/11/2015@02:10",EMS: DIZZINESS,11/12/2015 2:10,,Sekyere South,1
6.5294782,-2.4999918,233,"Asunafo South, Ghana,12/11/2015@02:26",Fire: FIRE ALARM,11/12/2015 2:26,,Asunafo South,1
6.9577082,-2.4208713,233,"Asutifi, Ghana,12/11/2015@02:34",Traffic: VEHICLE ACCIDENT -,11/12/2015 2:34,,Asutifi,1
7.6971099,-0.9820668,233,"Atebubu-Amantin, Ghana,12/11/2015@03:02",EMS: RESPIRATORY EMERGENCY,11/12/2015 3:02,,Atebubu Amantin,1
7.2144503,-2.6586401,233,"Dormaa East, Ghana,12/11/2015@03:09",EMS: RESPIRATORY EMERGENCY,11/12/2015 3:09,,Dormaa East ,1
7.9072974,-2.6586401,233,"Jaman North, Ghana,12/11/2015@03:15",EMS: HEMORRHAGING,11/12/2015 3:15,,Jaman North,1
7.645665,-2.8178291,233,"Jaman South, Ghana,12/11/2015@03:16",EMS: FALL VICTIM,11/12/2015 3:16,,Jaman South,1
7.9118841,-1.7928402,233,"Kintampo South, Ghana,12/11/2015@03:27",Fire: FIRE ALARM,11/12/2015 3:27,,Kintampo South,1
7.6952677,-1.5983959,233,"Nkoranza North, Ghana,12/11/2015@03:50",EMS: CHOKING,11/12/2015 3:50,,Nkoranza North ,1
7.6952677,-1.5983959,233,"Nkoranza, Ghana,12/11/2015@03:47",EMS: LACERATIONS,11/12/2015 3:47,,Nkorana South,1
7.4752384,-2.341887,233,"Sunyani West, Ghana,12/11/2015@03:47",EMS: LACERATIONS,11/12/2015 3:47,,Sunyani West,1
8.0396604,-2.3813621,233,"Tain,brong Ahafo region, UK,12/11/2015@03:59",EMS: HEAD INJURY,11/12/2015 3:59,Tain,Tain,1
7.2169497,-2.1843285,233,"Tano North Municipal, Ghana,12/11/2015@04:05",EMS: MEDICAL ALERT ALARM,11/12/2015 4:05,,Tano North,1
7.2176693,-2.027319,233,"Tano South, Ghana,12/11/2015@04:11",EMS: HEAD INJURY,11/12/2015 4:11,,Tano South,1
5.2882034,-1.1839114,233,"Abura Asebu Kwamankese, Ghana,12/11/2015@04:19",Fire: FIRE ALARM,11/12/2015 4:19,Portland,Abura,1
5.2882034,-1.1929114,233,"Abura Asebu Kwamankese, Ghana,12/11/2015@04:31",Fire: CARBON MONOXIDE DETECTOR,11/12/2015 4:31,,Kwamankese,1
5.2060156,-1.1700982,233,"Asebu, Ghana,12/11/2015@04:38",Fire: FIRE ALARM,11/12/2015 4:38,Asebu,Asebu,1
5.6033998,-0.6393702,233,"Agona East, Ghana,12/11/2015@04:36",Fire: TRASH/DUMPSTER FIRE,11/12/2015 4:36,,Agona East,1
5.4639495,-0.9366845,233,"Ajumako, Ghana,12/11/2015@05:19",Traffic: VEHICLE ACCIDENT -,11/12/2015 5:19,Ajumako,Ajumako,1
5.4639495,-0.9366845,233,"Ajumako, Ghana,12/11/2015@05:20",Traffic: DISABLED VEHICLE -,11/12/2015 5:20,Ajumako,Enyan,1
5.4639495,-0.9366845,233,"Ajumako, Ghana,12/11/2015@05:19",Traffic: VEHICLE ACCIDENT -,11/12/2015 5:19,Ajumako,Essiam,1
5.5829384,-0.9931477,233,"Asikuma, Ghana,12/11/2015@05:27",Fire: VEHICLE ACCIDENT,11/12/2015 5:27,Asikuma,Asikuma,1
5.6332567,-0.883527,233,"Odoben, Ghana,12/11/2015@05:55",Fire: FIRE ALARM,11/12/2015 5:55,Odoben,Odoben,1
5.7054475,-0.989237,233,"Brakwa, Ghana,12/11/2015@06:01",EMS: RESPIRATORY EMERGENCY,11/12/2015 6:01,Brakwa,Brakwa,1
5.5184327,-1.2506002,233,"Assin South, Ghana,12/11/2015@06:05",EMS: DIZZINESS,11/12/2015 6:05,,Assin South,1
5.6665762,-0.5446912,233,"Awutu Senya, Ghana,12/11/2015@06:16",EMS: RESPIRATORY EMERGENCY,11/12/2015 6:16,,Awutu Senya,1
5.4762359,-0.4209277,233,"Gomoa East, Kasoa, Ghana,12/11/2015@06:19",EMS: MEDICAL ALERT ALARM,11/12/2015 6:19,Kasoa,Gomoa East,1
5.4564953,-0.6204165,233,"Gomoa, Ghana,12/11/2015@06:17",Traffic: VEHICLE ACCIDENT -,11/12/2015 6:17,,Gomoa West,1
5.3713676,-1.4241426,233,"Twifo Hemang Lower Denkyira, Ghana,12/11/2015@06:23",EMS: FALL VICTIM,11/12/2015 6:23,,Twifo,1
5.3713676,-1.4241426,233,"Twifo Hemang Lower Denkyira, Ghana,12/11/2015@06:27",EMS: GENERAL WEAKNESS,11/12/2015 6:27,,Lower Denkyira,1
6.190981,-2.1057549,233,"Upper Denkyira West, Ghana,12/11/2015@06:34",Traffic: DISABLED VEHICLE -,11/12/2015 6:34,,Upper Denkyira West,1
5.2047399,-1.1544963,233,"Mfantsiman, Ghana,12/11/2015@06:38",EMS: ABDOMINAL PAINS,11/12/2015 6:38,,Mfatseman,1
5.5195405,-0.4879916,233,"Awutu-Effutu-Senya, Ghana,12/11/2015@06:55",EMS: MEDICAL ALERT ALARM,11/12/2015 6:55,,Effutu,1
5.9620725,-0.2057108,233,"Akwapem North, Ghana,12/11/2015@07:04",Traffic: VEHICLE ACCIDENT -,11/12/2015 7:04,,Akuapim North,1
6.7059576,-0.7913227,233,"Kwahu East, Ghana,12/11/2015@07:09",Traffic: DISABLED VEHICLE -,11/12/2015 7:09,,Kwahu East,1
6.1313988,-0.3183792,233,"New-Juaben Municipal, Ghana,12/11/2015@07:17",EMS: FALL VICTIM,11/12/2015 7:17,,New juaben,1
5.9405114,-0.7152749,233,"West Akim, Ghana,12/11/2015@07:23",Traffic: VEHICLE ACCIDENT -,11/12/2015 7:23,,West Akim,1
6.513722,-0.7722974,233,"Kwahu West, Ghana,12/11/2015@07:26",Fire: GAS-ODOR/LEAK,11/12/2015 7:26,,Kwahu West,1
6.3854758,-1.0011902,233,"Birim North, Ghana,12/11/2015@07:29",Traffic: VEHICLE ACCIDENT -,11/12/2015 7:29,,Birim North,1
6.4286151,-0.658333,233,"Atiwa East, Ghana,12/11/2015@07:28",Traffic: VEHICLE ACCIDENT -,11/12/2015 7:28,,Atiwa,1
5.8765639,-1.0777723,233,"Birim South, Ghana,12/11/2015@07:31",EMS: HEMORRHAGING,11/12/2015 7:31,,Birim South,1
6.2793723,-0.8675134,233,"Kwaebibirem, Ghana,12/11/2015@07:42",Traffic: VEHICLE ACCIDENT -,11/12/2015 7:42,,Kwaebibirem,1
6.4502326,-0.3371889,233,"Fanteakwa, Ghana,12/11/2015@07:53",EMS: RESPIRATORY EMERGENCY,11/12/2015 7:53,,Fanteakwa,1
6.1739113,-0.0186555,233,"Lower Manya, Ghana,12/11/2015@07:58",Fire: UNKNOWN TYPE FIRE,11/12/2015 7:58,,Lower Manya Krobo,1
5.9407571,-0.4879916,233,"Suhum/Kraboa/Coaltar, Ghana,12/11/2015@08:01",EMS: UNRESPONSIVE SUBJECT,11/12/2015 8:01,,Kraboa,1
6.365145,-0.1120696,233,"Manya Krobo, Ghana,12/11/2015@08:04",Traffic: VEHICLE ACCIDENT -,11/12/2015 8:04,,Upper Manya Krobo,1
6.1738852,-0.1682271,233,"Yilo Krobo, Ghana,12/11/2015@08:06",EMS: FALL VICTIM,11/12/2015 8:06,,Yilo Krobo,1
5.5954648,-0.2426031,233,"Abeka, Accra, Ghana,12/11/2015@08:06",Traffic: VEHICLE ACCIDENT -,11/12/2015 8:06,Accra,Abeka-Lapaz,1
5.6087022,-0.2164185,233,"Abelemkpe, Accra, Ghana,12/11/2015@08:11",Fire: BUILDING FIRE,11/12/2015 8:11,Accra,Abelemkpe,1
5.5511744,-0.2526163,233,"Ablekuma, Accra, Ghana,12/11/2015@08:12",Traffic: VEHICLE ACCIDENT -,11/12/2015 8:12,Accra,Ablekuma,1
